Name,Stat,Line,season_pct_over,L10_pct_over,L2W_pct_over,season_pct_under,L10_pct_under,L2W_pct_under
Jabari Smith Jr.,PTS+REBS,22.5,35.1,60.0,50.0,64.9,40.0,50.0
Jabari Smith Jr.,PTS+ASTS,16.5,28.4,60.0,50.0,71.6,40.0,50.0
Jabari Smith Jr.,REBS+ASTS,9.5,35.1,40.0,37.5,64.9,60.0,62.5
Jabari Smith Jr.,FTM,1.5,59.5,50.0,50.0,40.5,50.0,50.0
Jabari Smith Jr.,BLK+STL,1.5,43.2,50.0,50.0,56.8,50.0,50.0
Killian Hayes,PTS,13.5,28.6,40.0,40.0,71.4,60.0,60.0
Killian Hayes,AST,7.0,28.6,30.0,20.0,58.6,40.0,60.0
Killian Hayes,PTS+REBS+ASTS,23.5,31.4,40.0,40.0,68.6,60.0,60.0
Killian Hayes,FANTASY,30.5,32.9,50.0,60.0,67.1,50.0,40.0
Killian Hayes,PTS+REBS,16.5,32.9,60.0,80.0,67.1,40.0,20.0
Killian Hayes,PTS+ASTS,20.5,30.0,50.0,40.0,70.0,50.0,60.0
Killian Hayes,FTM,0.5,47.1,60.0,60.0,52.9,40.0,40.0
Ja Morant,PTS,27.5,43.9,20.0,25.0,56.1,80.0,75.0
Ja Morant,REB,6.0,40.4,40.0,0.0,54.4,60.0,100.0
Ja Morant,AST,7.5,57.9,50.0,50.0,42.1,50.0,50.0
Ja Morant,PTS+REBS+ASTS,40.5,50.9,30.0,25.0,49.1,70.0,75.0
Ja Morant,FANTASY,47.5,49.1,30.0,25.0,50.9,70.0,75.0
Ja Morant,FG3M,1.5,45.6,20.0,25.0,54.4,80.0,75.0
Ja Morant,PTS+REBS,33.5,49.1,20.0,25.0,50.9,80.0,75.0
Ja Morant,PTS+ASTS,35.5,52.6,30.0,25.0,47.4,70.0,75.0
Ja Morant,REBS+ASTS,13.5,45.6,40.0,0.0,54.4,60.0,100.0
Ja Morant,FTM,6.5,45.6,60.0,50.0,54.4,40.0,50.0
Kawhi Leonard,PTS,25.5,42.6,40.0,20.0,57.4,60.0,80.0
Kawhi Leonard,REB,7.0,31.9,30.0,0.0,51.1,50.0,80.0
Kawhi Leonard,AST,4.0,34.0,40.0,60.0,34.0,30.0,20.0
Kawhi Leonard,PTS+REBS+ASTS,37.5,38.3,50.0,20.0,61.7,50.0,80.0
Kawhi Leonard,FANTASY,44.5,40.4,50.0,20.0,57.4,50.0,80.0
Kawhi Leonard,PTS+REBS,32.5,42.6,50.0,20.0,57.4,50.0,80.0
Kawhi Leonard,PTS+ASTS,30.5,42.6,40.0,20.0,57.4,60.0,80.0
Kawhi Leonard,REBS+ASTS,11.5,34.0,50.0,40.0,66.0,50.0,60.0
Kawhi Leonard,FTM,5.5,34.0,40.0,0.0,66.0,60.0,100.0
Desmond Bane,PTS,21.5,45.3,60.0,57.1,54.7,40.0,42.9
Desmond Bane,REB,4.5,54.7,40.0,28.6,45.3,60.0,71.4
Desmond Bane,PTS+REBS+ASTS,29.5,56.6,80.0,85.7,43.4,20.0,14.3
Desmond Bane,FANTASY,34.5,54.7,60.0,57.1,45.3,40.0,42.9
Desmond Bane,PTS+REBS,25.5,50.9,70.0,71.4,49.1,30.0,28.6
Desmond Bane,PTS+ASTS,25.5,52.8,80.0,85.7,47.2,20.0,14.3
Desmond Bane,REBS+ASTS,8.5,56.6,50.0,42.9,43.4,50.0,57.1
Desmond Bane,FTM,2.0,50.9,50.0,42.9,35.8,40.0,42.9
Desmond Bane,BLK+STL,1.5,35.8,30.0,42.9,64.2,70.0,57.1
Jaren Jackson Jr.,PTS,17.5,48.3,60.0,71.4,51.7,40.0,28.6
Jaren Jackson Jr.,REB,7.0,37.9,40.0,42.9,44.8,30.0,28.6
Jaren Jackson Jr.,PTS+REBS+ASTS,25.5,46.6,70.0,85.7,53.4,30.0,14.3
Jaren Jackson Jr.,FANTASY,35.5,60.3,70.0,85.7,39.7,30.0,14.3
Jaren Jackson Jr.,PTS+REBS,24.5,50.0,70.0,85.7,50.0,30.0,14.3
Jaren Jackson Jr.,PTS+ASTS,18.5,46.6,60.0,71.4,53.4,40.0,28.6
Jaren Jackson Jr.,REBS+ASTS,7.5,55.2,60.0,71.4,44.8,40.0,28.6
Jaren Jackson Jr.,FTM,4.0,37.9,40.0,42.9,50.0,40.0,28.6
Jaren Jackson Jr.,TOV,1.5,51.7,60.0,71.4,48.3,40.0,28.6
Dillon Brooks,PTS,11.5,58.0,50.0,57.1,42.0,50.0,42.9
Dillon Brooks,PTS+REBS,15.0,58.0,50.0,57.1,36.2,50.0,42.9
Dillon Brooks,PTS+ASTS,14.5,55.1,50.0,57.1,44.9,50.0,42.9
Dillon Brooks,FTM,0.5,66.7,70.0,71.4,33.3,30.0,28.6
Xavier Tillman,PTS,9.5,28.1,50.0,62.5,71.9,50.0,37.5
Xavier Tillman,REB,6.5,31.6,40.0,50.0,68.4,60.0,50.0
Xavier Tillman,PTS+REBS+ASTS,18.5,29.8,50.0,62.5,70.2,50.0,37.5
Xavier Tillman,FANTASY,24.5,35.1,50.0,50.0,64.9,50.0,50.0
Xavier Tillman,PTS+REBS,16.5,28.1,50.0,62.5,71.9,50.0,37.5
Xavier Tillman,PTS+ASTS,11.5,29.8,50.0,62.5,70.2,50.0,37.5
Xavier Tillman,FTM,0.5,45.6,60.0,62.5,54.4,40.0,37.5
Xavier Tillman,BLK+STL,1.5,43.9,60.0,62.5,56.1,40.0,37.5
De'Aaron Fox,PTS,22.5,63.2,40.0,33.3,36.8,60.0,66.7
De'Aaron Fox,REB,3.5,63.2,50.0,33.3,36.8,50.0,66.7
De'Aaron Fox,AST,5.5,57.4,50.0,66.7,42.6,50.0,33.3
De'Aaron Fox,PTS+REBS+ASTS,31.5,64.7,40.0,33.3,35.3,60.0,66.7
De'Aaron Fox,FANTASY,39.5,55.9,30.0,33.3,44.1,70.0,66.7
De'Aaron Fox,FG3M,1.5,50.0,70.0,50.0,50.0,30.0,50.0
De'Aaron Fox,PTS+REBS,26.5,60.3,40.0,33.3,39.7,60.0,66.7
De'Aaron Fox,PTS+ASTS,27.5,63.2,40.0,33.3,36.8,60.0,66.7
De'Aaron Fox,FTM,4.0,42.6,20.0,16.7,38.2,40.0,50.0
De'Aaron Fox,BLK+STL,1.5,44.1,50.0,33.3,55.9,50.0,66.7
Domantas Sabonis,PTS,17.5,62.2,50.0,42.9,37.8,50.0,57.1
Domantas Sabonis,REB,11.5,55.4,70.0,57.1,44.6,30.0,42.9
Domantas Sabonis,AST,6.5,60.8,70.0,71.4,39.2,30.0,28.6
Domantas Sabonis,PTS+REBS+ASTS,35.5,66.2,80.0,71.4,33.8,20.0,28.6
Domantas Sabonis,FANTASY,41.5,66.2,80.0,71.4,33.8,20.0,28.6
Domantas Sabonis,PTS+REBS,29.5,62.2,70.0,57.1,37.8,30.0,42.9
Domantas Sabonis,PTS+ASTS,23.5,68.9,70.0,57.1,31.1,30.0,42.9
Domantas Sabonis,REBS+ASTS,18.5,56.8,70.0,57.1,43.2,30.0,42.9
Domantas Sabonis,FTM,3.5,52.7,40.0,42.9,47.3,60.0,57.1
Shaedon Sharpe,PTS,22.5,5.3,40.0,57.1,94.7,60.0,42.9
Shaedon Sharpe,REB,5.0,8.0,30.0,42.9,89.3,60.0,42.9
Shaedon Sharpe,AST,4.0,1.3,10.0,14.3,96.0,90.0,85.7
Shaedon Sharpe,PTS+REBS+ASTS,31.5,4.0,30.0,42.9,96.0,70.0,57.1
Shaedon Sharpe,FANTASY,35.5,4.0,20.0,28.6,96.0,80.0,71.4
Shaedon Sharpe,PTS+REBS,27.5,5.3,40.0,57.1,94.7,60.0,42.9
Shaedon Sharpe,PTS+ASTS,26.5,4.0,30.0,42.9,96.0,70.0,57.1
Shaedon Sharpe,TOV,2.5,10.7,40.0,42.9,89.3,60.0,57.1
Harrison Barnes,PTS,13.5,52.6,60.0,57.1,47.4,40.0,42.9
Harrison Barnes,REB,4.5,48.7,50.0,57.1,51.3,50.0,42.9
Harrison Barnes,PTS+REBS+ASTS,19.5,56.6,50.0,57.1,43.4,50.0,42.9
Harrison Barnes,FANTASY,23.5,55.3,40.0,57.1,44.7,60.0,42.9
Harrison Barnes,PTS+REBS,17.5,55.3,60.0,57.1,44.7,40.0,42.9
Harrison Barnes,PTS+ASTS,14.5,55.3,50.0,57.1,44.7,50.0,42.9
Harrison Barnes,FTM,3.5,57.9,70.0,71.4,42.1,30.0,28.6
Harrison Barnes,BLK+STL,0.5,56.6,10.0,14.3,43.4,90.0,85.7
Nassir Little,PTS,14.5,5.7,10.0,20.0,94.3,90.0,80.0
Nassir Little,REB,4.0,17.0,20.0,20.0,75.5,80.0,80.0
Nassir Little,PTS+REBS+ASTS,21.5,5.7,10.0,20.0,94.3,90.0,80.0
Nassir Little,FANTASY,25.5,5.7,10.0,20.0,94.3,90.0,80.0
Nassir Little,PTS+REBS,19.5,5.7,10.0,20.0,94.3,90.0,80.0
Nassir Little,PTS+ASTS,17.5,3.8,10.0,20.0,96.2,90.0,80.0
Nassir Little,STL,0.5,28.3,30.0,40.0,71.7,70.0,60.0
Nassir Little,TOV,1.5,15.1,40.0,60.0,84.9,60.0,40.0
Drew Eubanks,PTS,9.5,20.3,30.0,42.9,79.7,70.0,57.1
Drew Eubanks,REB,7.0,20.3,30.0,42.9,67.6,50.0,42.9
Drew Eubanks,PTS+REBS+ASTS,19.5,10.8,40.0,57.1,89.2,60.0,42.9
Drew Eubanks,FANTASY,24.5,23.0,40.0,57.1,77.0,60.0,42.9
Drew Eubanks,PTS+REBS,16.5,16.2,30.0,42.9,83.8,70.0,57.1
Drew Eubanks,PTS+ASTS,12.5,10.8,30.0,42.9,89.2,70.0,57.1
Drew Eubanks,REBS+ASTS,9.5,21.6,30.0,42.9,78.4,70.0,57.1
Drew Eubanks,BLK+STL,1.5,45.9,60.0,71.4,54.1,40.0,28.6
Kevin Huerter,PTS,14.5,51.4,60.0,75.0,48.6,40.0,25.0
Kevin Huerter,REB,3.5,41.4,40.0,75.0,58.6,60.0,25.0
Kevin Huerter,PTS+REBS+ASTS,21.5,50.0,60.0,75.0,50.0,40.0,25.0
Kevin Huerter,FANTASY,25.5,51.4,70.0,75.0,48.6,30.0,25.0
Kevin Huerter,FG3M,2.5,52.9,60.0,75.0,47.1,40.0,25.0
Kevin Huerter,PTS+REBS,18.5,51.4,50.0,75.0,48.6,50.0,25.0
Kevin Huerter,PTS+ASTS,17.5,52.9,60.0,75.0,47.1,40.0,25.0
Kevin Huerter,FTM,0.5,55.7,60.0,75.0,44.3,40.0,25.0
Keegan Murray,PTS,11.5,51.4,60.0,85.7,48.6,40.0,14.3
Keegan Murray,REB,5.0,31.1,30.0,28.6,56.8,40.0,28.6
Keegan Murray,FANTASY,22.5,48.6,40.0,57.1,48.6,50.0,42.9
Keegan Murray,PTS+REBS,16.5,50.0,70.0,85.7,50.0,30.0,14.3
Keegan Murray,PTS+ASTS,12.5,52.7,60.0,85.7,47.3,40.0,14.3
Keegan Murray,TOV,0.5,48.6,50.0,28.6,51.4,50.0,71.4
Stephen Curry,PTS,28.5,58.8,60.0,57.1,41.2,40.0,42.9
Stephen Curry,REB,6.0,39.2,50.0,57.1,33.3,20.0,14.3
Stephen Curry,AST,6.5,43.1,30.0,42.9,56.9,70.0,57.1
Stephen Curry,PTS+REBS+ASTS,41.5,51.0,50.0,42.9,49.0,50.0,57.1
Stephen Curry,FANTASY,46.5,47.1,40.0,28.6,52.9,60.0,71.4
Stephen Curry,PTS+REBS,34.5,58.8,60.0,57.1,41.2,40.0,42.9
Stephen Curry,PTS+ASTS,35.5,49.0,40.0,28.6,51.0,60.0,71.4
Stephen Curry,REBS+ASTS,12.5,51.0,40.0,57.1,49.0,60.0,42.9
Stephen Curry,FTM,4.5,51.0,30.0,28.6,49.0,70.0,71.4
Klay Thompson,PTS,21.5,46.2,30.0,14.3,53.8,70.0,85.7
Klay Thompson,PTS+REBS+ASTS,28.0,44.6,40.0,42.9,52.3,50.0,57.1
Klay Thompson,FANTASY,31.5,50.8,30.0,28.6,49.2,70.0,71.4
Klay Thompson,PTS+REBS,25.5,47.7,40.0,42.9,52.3,60.0,57.1
Klay Thompson,PTS+ASTS,23.5,44.6,30.0,14.3,55.4,70.0,85.7
Klay Thompson,FTM,0.5,63.1,50.0,42.9,36.9,50.0,57.1
Draymond Green,PTS,9.5,41.2,50.0,66.7,58.8,50.0,33.3
Draymond Green,REB,7.0,42.6,20.0,0.0,41.2,40.0,33.3
Draymond Green,AST,7.0,32.4,40.0,50.0,48.5,40.0,33.3
Draymond Green,PTS+REBS+ASTS,23.5,48.5,60.0,66.7,51.5,40.0,33.3
Draymond Green,FANTASY,30.5,52.9,70.0,66.7,47.1,30.0,33.3
Draymond Green,PTS+REBS,16.5,48.5,60.0,66.7,51.5,40.0,33.3
Draymond Green,PTS+ASTS,16.5,39.7,50.0,66.7,60.3,50.0,33.3
Draymond Green,REBS+ASTS,14.5,39.7,30.0,33.3,60.3,70.0,66.7
Draymond Green,FTM,0.5,45.6,50.0,50.0,54.4,50.0,50.0
Draymond Green,TOV,2.5,48.5,60.0,66.7,51.5,40.0,33.3
Donte DiVincenzo,PTS,8.0,46.3,60.0,42.9,47.8,40.0,57.1
Donte DiVincenzo,REB,3.5,53.7,40.0,28.6,46.3,60.0,71.4
Donte DiVincenzo,AST,2.5,56.7,50.0,28.6,43.3,50.0,71.4
Donte DiVincenzo,FG3M,1.5,50.7,50.0,28.6,49.3,50.0,71.4
Donte DiVincenzo,PTS+REBS,11.5,53.7,50.0,42.9,46.3,50.0,57.1
Donte DiVincenzo,PTS+ASTS,10.5,53.7,60.0,42.9,46.3,40.0,57.1
Jordan Poole,PTS,20.5,49.4,40.0,57.1,50.6,60.0,42.9
Jordan Poole,AST,4.0,45.5,40.0,28.6,32.5,40.0,57.1
Jordan Poole,PTS+REBS+ASTS,27.5,51.9,30.0,42.9,48.1,70.0,57.1
Jordan Poole,FANTASY,31.5,48.1,30.0,42.9,51.9,70.0,57.1
Jordan Poole,PTS+REBS,23.5,49.4,30.0,42.9,50.6,70.0,57.1
Jordan Poole,PTS+ASTS,24.5,53.2,30.0,28.6,46.8,70.0,71.4
Jordan Poole,REBS+ASTS,7.5,41.6,10.0,14.3,58.4,90.0,85.7
Jordan Poole,FTM,3.5,49.4,50.0,57.1,50.6,50.0,42.9
Jordan Poole,STL,0.5,51.9,50.0,57.1,48.1,50.0,42.9
Jordan Poole,TOV,2.5,66.2,60.0,42.9,33.8,40.0,57.1
Devin Booker,PTS,27.5,51.0,80.0,83.3,49.0,20.0,16.7
Devin Booker,REB,4.0,46.9,40.0,50.0,30.6,40.0,50.0
Devin Booker,AST,5.0,40.8,10.0,0.0,30.6,40.0,16.7
Devin Booker,PTS+REBS+ASTS,36.5,59.2,80.0,83.3,40.8,20.0,16.7
Devin Booker,FANTASY,41.5,51.0,60.0,66.7,49.0,40.0,33.3
Devin Booker,PTS+REBS,31.5,53.1,70.0,83.3,46.9,30.0,16.7
Devin Booker,PTS+ASTS,33.5,49.0,60.0,83.3,51.0,40.0,16.7
Devin Booker,REBS+ASTS,9.5,53.1,40.0,50.0,46.9,60.0,50.0
Devin Booker,FTM,6.0,34.7,70.0,100.0,57.1,30.0,0.0
Kevin Durant,PTS,23.0,79.1,50.0,0.0,14.0,30.0,100.0
Kevin Durant,REB,6.0,51.2,50.0,100.0,39.5,40.0,0.0
Kevin Durant,PTS+REBS+ASTS,33.0,81.4,60.0,0.0,14.0,40.0,100.0
Kevin Durant,FANTASY,39.0,83.7,60.0,0.0,16.3,40.0,100.0
Kevin Durant,PTS+REBS,28.5,83.7,60.0,0.0,16.3,40.0,100.0
Kevin Durant,PTS+ASTS,26.5,83.7,60.0,0.0,16.3,40.0,100.0
Kevin Durant,REBS+ASTS,10.5,53.5,50.0,100.0,46.5,50.0,0.0
Kevin Durant,FTM,5.0,55.8,50.0,0.0,34.9,40.0,100.0
Kevin Durant,BLK+STL,1.5,69.8,60.0,0.0,30.2,40.0,100.0
Chris Paul,PTS,12.5,58.2,70.0,83.3,41.8,30.0,16.7
Chris Paul,AST,9.0,45.5,50.0,50.0,43.6,50.0,50.0
Chris Paul,PTS+REBS+ASTS,25.5,60.0,60.0,66.7,40.0,40.0,33.3
Chris Paul,FANTASY,35.5,56.4,50.0,66.7,43.6,50.0,33.3
Chris Paul,PTS+REBS,16.5,60.0,70.0,83.3,40.0,30.0,16.7
Chris Paul,PTS+ASTS,21.5,60.0,70.0,66.7,40.0,30.0,33.3
Chris Paul,REBS+ASTS,13.0,47.3,40.0,33.3,36.4,50.0,50.0
Chris Paul,FTM,1.5,60.0,60.0,66.7,40.0,40.0,33.3
Chris Paul,STL,1.5,49.1,50.0,50.0,50.9,50.0,50.0
Deandre Ayton,PTS,14.5,63.5,50.0,0.0,36.5,50.0,100.0
Deandre Ayton,REB,8.5,57.1,40.0,0.0,42.9,60.0,100.0
Deandre Ayton,PTS+REBS+ASTS,24.5,66.7,40.0,0.0,33.3,60.0,100.0
Deandre Ayton,FANTASY,28.5,66.7,40.0,0.0,33.3,60.0,100.0
Deandre Ayton,PTS+REBS,23.5,68.3,50.0,0.0,31.7,50.0,100.0
Deandre Ayton,PTS+ASTS,15.5,69.8,50.0,0.0,30.2,50.0,100.0
Deandre Ayton,REBS+ASTS,9.5,61.9,50.0,0.0,38.1,50.0,100.0
Deandre Ayton,FTM,2.5,34.9,40.0,50.0,65.1,60.0,50.0
Deandre Ayton,STL,0.5,44.4,50.0,50.0,55.6,50.0,50.0
Patrick Williams,FTM,0.5,51.3,40.0,50.0,48.7,60.0,50.0
Coby White,FTM,0.5,39.7,40.0,50.0,60.3,60.0,50.0
Ricky Rubio,FTM,0.5,42.9,50.0,60.0,57.1,50.0,40.0
Mitchell Robinson,FTM,0.5,49.1,50.0,50.0,50.9,50.0,50.0
Bogdan Bogdanovic,FTM,0.5,50.0,50.0,42.9,50.0,50.0,57.1
Ivica Zubac,FTM,1.5,62.0,60.0,57.1,38.0,40.0,42.9
Santi Aldama,FTM,0.5,54.8,60.0,50.0,45.2,40.0,50.0
